"No.","Time","Source","Destination","IP_TTL","Query_ID","Protocol","Length","Info","domain_length","QR","RCODE","Opcode","RA","Qname","DNS_TTL","QType"
"90674","16582.218140","129.173.67.99","129.173.22.37","64","0x0158","DNS","83","Standard query 0x0158 AAAA weather.gc.ca.cs.dal.ca","23","Message is a query","","Standard query","","weather.gc.ca.cs.dal.ca","","AAAA (IPv6 Address)"
"90675","16582.218733","129.173.22.37","129.173.67.99","62","0x0158","DNS","127","Standard query response 0x0158 No such name AAAA weather.gc.ca.cs.dal.ca SOA[Packet size limited during capture]","23","Message is a response","No such name","Standard query","Server can do recursive queries","weather.gc.ca.cs.dal.ca","","AAAA (IPv6 Address)"
"90676","16582.219105","129.173.67.99","129.173.22.37","64","0x0507","DNS","73","Standard query 0x0507 A weather.gc.ca","13","Message is a query","","Standard query","","weather.gc.ca","","A (Host Address)"
"90677","16582.219533","129.173.22.37","129.173.67.99","62","0x0507","DNS","221","Standard query response 0x0507 A weather.gc.ca A 199.212.17.39[Packet size limited during capture]","13","Message is a response","No error","Standard query","Server can do recursive queries","weather.gc.ca","1800","A (Host Address)"
"90895","16610.845518","129.173.67.123","129.173.5.100","128","0x20fb","DNS","76","Standard query 0x20fb A dns.msftncsi.com","16","Message is a query","","Standard query","","dns.msftncsi.com","","A (Host Address)"
"90896","16610.888214","129.173.5.100","129.173.67.123","62","0x20fb","DNS","410","Standard query response 0x20fb A dns.msftncsi.com A 131.107.255.255[Packet size limited during capture]","16","Message is a response","No error","Standard query","Server can do recursive queries","dns.msftncsi.com","30","A (Host Address)"
"90988","16629.724323","129.173.67.99","129.173.22.37","64","0x5224","DNS","79","Standard query 0x5224 AAAA snoop.minecraft.net","19","Message is a query","","Standard query","","snoop.minecraft.net","","AAAA (IPv6 Address)"
"90989","16629.847280","129.173.22.37","129.173.67.99","62","0x5224","DNS","164","Standard query response 0x5224 AAAA snoop.minecraft.net SOA[Packet size limited during capture]","19","Message is a response","No error","Standard query","Server can do recursive queries","snoop.minecraft.net","","AAAA (IPv6 Address)"
"90990","16629.847681","129.173.67.99","129.173.22.37","64","0x62af","DNS","98","Standard query 0x62af[Packet size limited during capture]","","Message is a query","","Standard query","","","",""
"90991","16629.848173","129.173.22.37","129.173.67.99","62","0x62af","DNS","150","Standard query response 0x62af No such name[Packet size limited during capture]","","Message is a response","No such name","Standard query","Server can do recursive queries","","",""
"90992","16629.848552","129.173.67.99","129.173.22.37","64","0xa8f8","DNS","89","Standard query 0xa8f8 AAAA snoop.minecraft.net.cs.dal.ca","29","Message is a query","","Standard query","","snoop.minecraft.net.cs.dal.ca","","AAAA (IPv6 Address)"
"90993","16629.849172","129.173.22.37","129.173.67.99","62","0xa8f8","DNS","133","Standard query response 0xa8f8 No such name AAAA snoop.minecraft.net.cs.dal.ca[Packet size limited during capture]","29","Message is a response","No such name","Standard query","Server can do recursive queries","snoop.minecraft.net.cs.dal.ca","","AAAA (IPv6 Address)"
"90994","16629.849634","129.173.67.99","129.173.22.37","64","0x5020","DNS","79","Standard query 0x5020 A snoop.minecraft.net","19","Message is a query","","Standard query","","snoop.minecraft.net","","A (Host Address)"
"90995","16629.867548","129.173.22.37","129.173.67.99","62","0x5020","DNS","296","Standard query response 0x5020 A snoop.minecraft.net A 54.236.119.239[Packet size limited during capture]","19","Message is a response","No error","Standard query","Server can do recursive queries","snoop.minecraft.net","60","A (Host Address)"
"91047","16640.842602","129.173.67.123","129.173.5.100","128","0xbc46","DNS","76","Standard query 0xbc46 A dns.msftncsi.com","16","Message is a query","","Standard query","","dns.msftncsi.com","","A (Host Address)"
"91048","16640.885046","129.173.5.100","129.173.67.123","62","0xbc46","DNS","410","Standard query response 0xbc46 A dns.msftncsi.com A 131.107.255.255[Packet size limited during capture]","16","Message is a response","No error","Standard query","Server can do recursive queries","dns.msftncsi.com","30","A (Host Address)"
"91162","16665.047864","129.173.67.123","129.173.5.100","128","0x2b46","DNS","68","Standard query 0x2b46 A sonni.pl","8","Message is a query","","Standard query","","sonni.pl","","A (Host Address)"
"91163","16665.061734","129.173.67.123","129.173.5.100","128","0xf6f4","DNS","68","Standard query 0xf6f4 A sonni.pl","8","Message is a query","","Standard query","","sonni.pl","","A (Host Address)"
"91167","16666.050159","129.173.67.123","129.173.22.37","128","0x2b46","DNS","68","Standard query 0x2b46 A sonni.pl","8","Message is a query","","Standard query","","sonni.pl","","A (Host Address)"
"91168","16666.050220","129.173.67.123","129.173.22.38","128","0x2b46","DNS","68","Standard query 0x2b46 A sonni.pl","8","Message is a query","","Standard query","","sonni.pl","","A (Host Address)"
"91169","16666.065760","129.173.67.123","129.173.22.37","128","0xf6f4","DNS","68","Standard query 0xf6f4 A sonni.pl","8","Message is a query","","Standard query","","sonni.pl","","A (Host Address)"
"91170","16666.065815","129.173.67.123","129.173.22.38","128","0xf6f4","DNS","68","Standard query 0xf6f4 A sonni.pl","8","Message is a query","","Standard query","","sonni.pl","","A (Host Address)"
"91175","16667.064070","129.173.67.123","129.173.5.100","128","0x2b46","DNS","68","Standard query 0x2b46 A sonni.pl","8","Message is a query","","Standard query","","sonni.pl","","A (Host Address)"
"91176","16667.064103","129.173.67.123","129.173.22.37","128","0x2b46","DNS","68","Standard query 0x2b46 A sonni.pl","8","Message is a query","","Standard query","","sonni.pl","","A (Host Address)"
"91177","16667.079646","129.173.67.123","129.173.5.100","128","0xf6f4","DNS","68","Standard query 0xf6f4 A sonni.pl","8","Message is a query","","Standard query","","sonni.pl","","A (Host Address)"
"91178","16667.079673","129.173.67.123","129.173.22.37","128","0xf6f4","DNS","68","Standard query 0xf6f4 A sonni.pl","8","Message is a query","","Standard query","","sonni.pl","","A (Host Address)"
"91182","16669.076372","129.173.67.123","129.173.22.37","128","0x2b46","DNS","68","Standard query 0x2b46 A sonni.pl","8","Message is a query","","Standard query","","sonni.pl","","A (Host Address)"
"91183","16669.076404","129.173.67.123","129.173.22.38","128","0x2b46","DNS","68","Standard query 0x2b46 A sonni.pl","8","Message is a query","","Standard query","","sonni.pl","","A (Host Address)"
"91184","16669.076540","129.173.67.123","129.173.5.100","128","0x2b46","DNS","68","Standard query 0x2b46 A sonni.pl","8","Message is a query","","Standard query","","sonni.pl","","A (Host Address)"
"91185","16669.091945","129.173.67.123","129.173.22.37","128","0xf6f4","DNS","68","Standard query 0xf6f4 A sonni.pl","8","Message is a query","","Standard query","","sonni.pl","","A (Host Address)"
"91186","16669.091973","129.173.67.123","129.173.22.38","128","0xf6f4","DNS","68","Standard query 0xf6f4 A sonni.pl","8","Message is a query","","Standard query","","sonni.pl","","A (Host Address)"
"91187","16669.092068","129.173.67.123","129.173.5.100","128","0xf6f4","DNS","68","Standard query 0xf6f4 A sonni.pl","8","Message is a query","","Standard query","","sonni.pl","","A (Host Address)"
"91202","16670.839780","129.173.67.123","129.173.5.100","128","0x813e","DNS","76","Standard query 0x813e A dns.msftncsi.com","16","Message is a query","","Standard query","","dns.msftncsi.com","","A (Host Address)"
"91203","16670.882320","129.173.5.100","129.173.67.123","62","0x813e","DNS","410","Standard query response 0x813e A dns.msftncsi.com A 131.107.255.255[Packet size limited during capture]","16","Message is a response","No error","Standard query","Server can do recursive queries","dns.msftncsi.com","30","A (Host Address)"
"91215","16673.085340","129.173.67.123","129.173.22.37","128","0x2b46","DNS","68","Standard query 0x2b46 A sonni.pl","8","Message is a query","","Standard query","","sonni.pl","","A (Host Address)"
"91216","16673.085372","129.173.67.123","129.173.22.38","128","0x2b46","DNS","68","Standard query 0x2b46 A sonni.pl","8","Message is a query","","Standard query","","sonni.pl","","A (Host Address)"
"91217","16673.085388","129.173.67.123","129.173.5.100","128","0x2b46","DNS","68","Standard query 0x2b46 A sonni.pl","8","Message is a query","","Standard query","","sonni.pl","","A (Host Address)"
"91219","16673.100937","129.173.67.123","129.173.22.37","128","0xf6f4","DNS","68","Standard query 0xf6f4 A sonni.pl","8","Message is a query","","Standard query","","sonni.pl","","A (Host Address)"
"91220","16673.100965","129.173.67.123","129.173.22.38","128","0xf6f4","DNS","68","Standard query 0xf6f4 A sonni.pl","8","Message is a query","","Standard query","","sonni.pl","","A (Host Address)"
"91221","16673.100985","129.173.67.123","129.173.5.100","128","0xf6f4","DNS","68","Standard query 0xf6f4 A sonni.pl","8","Message is a query","","Standard query","","sonni.pl","","A (Host Address)"
"91258","16679.462368","129.173.67.123","129.173.5.100","128","0x9660","DNS","75","Standard query 0x9660 A soundsready.com","15","Message is a query","","Standard query","","soundsready.com","","A (Host Address)"
"91259","16679.475920","129.173.67.123","129.173.5.100","128","0xd610","DNS","75","Standard query 0xd610 A soundsready.com","15","Message is a query","","Standard query","","soundsready.com","","A (Host Address)"
"91260","16679.628989","129.173.5.100","129.173.67.123","62","0x9660","DNS","147","Standard query response 0x9660 A soundsready.com A 209.217.224.115[Packet size limited during capture]","15","Message is a response","No error","Standard query","Server can do recursive queries","soundsready.com","14400","A (Host Address)"
"91261","16679.629026","129.173.5.100","129.173.67.123","62","0xd610","DNS","147","Standard query response 0xd610 A soundsready.com A 209.217.224.115[Packet size limited during capture]","15","Message is a response","No error","Standard query","Server can do recursive queries","soundsready.com","14400","A (Host Address)"
"91262","16679.629374","129.173.67.123","129.173.5.100","128","0x4d96","DNS","75","Standard query 0x4d96 AAAA soundsready.com","15","Message is a query","","Standard query","","soundsready.com","","AAAA (IPv6 Address)"
"91263","16679.629375","129.173.67.123","129.173.5.100","128","0x94e6","DNS","75","Standard query 0x94e6 AAAA soundsready.com","15","Message is a query","","Standard query","","soundsready.com","","AAAA (IPv6 Address)"
"91264","16679.753222","129.173.5.100","129.173.67.123","62","0x94e6","DNS","135","Standard query response 0x94e6 AAAA soundsready.com SOA[Packet size limited during capture]","15","Message is a response","No error","Standard query","Server can do recursive queries","soundsready.com","","AAAA (IPv6 Address)"
"91265","16679.753238","129.173.5.100","129.173.67.123","62","0x4d96","DNS","135","Standard query response 0x4d96 AAAA soundsready.com SOA[Packet size limited during capture]","15","Message is a response","No error","Standard query","Server can do recursive queries","soundsready.com","","AAAA (IPv6 Address)"
"91284","16679.936778","129.173.67.123","129.173.5.100","128","0x161d","DNS","71","Standard query 0x161d A spajava.net","11","Message is a query","","Standard query","","spajava.net","","A (Host Address)"
"91285","16679.953608","129.173.67.123","129.173.5.100","128","0xe02b","DNS","71","Standard query 0xe02b A spajava.net","11","Message is a query","","Standard query","","spajava.net","","A (Host Address)"
"91286","16680.080543","129.173.5.100","129.173.67.123","62","0x161d","DNS","213","Standard query response 0x161d A spajava.net A 199.2.137.201[Packet size limited during capture]","11","Message is a response","No error","Standard query","Server can do recursive queries","spajava.net","172800","A (Host Address)"
"91287","16680.080580","129.173.5.100","129.173.67.123","62","0xe02b","DNS","213","Standard query response 0xe02b A spajava.net A 199.2.137.201[Packet size limited during capture]","11","Message is a response","No error","Standard query","Server can do recursive queries","spajava.net","172800","A (Host Address)"
"91288","16680.080963","129.173.67.123","129.173.5.100","128","0x8cb4","DNS","71","Standard query 0x8cb4 AAAA spajava.net","11","Message is a query","","Standard query","","spajava.net","","AAAA (IPv6 Address)"
